respid,comtype2,smuse_fb,smuse_yt,smuse_x,smuse_ig,smuse_sc,smuse_tt,smuse_rd,smuse_bsk,smuse_th,smuse_ts,relig,educcat,party,hisp,racethn,agecat,birthplace,gender,adults,inc_sdt1,cregion,metro
10892,3,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,3,1,2,1,2,1,1,1,1,3,1
12624,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,1,2,2,1,3,1,1,1,6,1,1
6808,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2,2,4,1,2,1,1,3,1
1963,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99,1,2,2,1,4,1,2,99,1,2,1
14439,3,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,3,2,1,4,1,2,1,99,3,1
10795,2,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,12,1,3,2,1,2,1,1,2,6,2,1
15256,2,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2,3,2,2,3,1,2,2,4,2,1
1950,3,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,2,3,1,2,1,2,1,1
6509,1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2,1,1,3,4,99,2,1,1,3,1
3875,99,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,4,4,1,2,1,2,3,2
16359,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,1,2,2,1,4,1,1,1,4,1,1
5532,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,4,2,1,2,1,2,3,6,2,2
5882,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,3,2,1,3,1,1,3,1,1,1
15040,1,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,2,1,2,1,1,1,1,2,3,4,1
2818,3,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,1,3,4,1,1,2,5,4,1
12295,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,2,1,3,3,1,2,3,3,3,1
9355,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,4,3,1,1,2,8,3,2
15632,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,4,1,2,1,2,4,2
9517,2,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1,1,2,2,1,3,1,1,2,5,1,1
1214,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,1,3,2,1,4,1,2,2,5,3,1
15009,3,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,11,3,4,2,4,3,1,2,1,1,3,2
16577,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,1,3,2,1,2,1,2,2,7,4,1
18571,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,4,1,1,1,6,4,1
15054,2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2,1,99,99,99,3,1,1,2,7,3,1
13956,2,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,12,1,3,2,1,2,1,2,2,7,2,1
6219,1,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,11,1,3,2,1,3,1,1,1,1,3,1
16124,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,4,1,3,4,4,2,1,8,3,1
3077,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2,1,1,2,1,3,1,1,2,7,3,1
3481,3,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2,4,1,3,2,1,2,2,5,3,1
11171,99,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,2,2,2,3,1,1,1,1,3,1
14009,2,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,12,1,3,2,1,3,1,2,1,5,2,1
14834,3,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,2,4,2,4,2,1,1,1,5,3,2
17545,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,2,3,1,2,99,3,1,1
7536,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,1,3,1,1,2,1,2,1
5279,2,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1,1,3,2,4,4,1,1,2,3,3,1
12768,2,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,3,2,1,4,1,1,2,7,1,1
10591,2,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4,1,3,2,1,4,1,2,2,8,1,1
3464,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,3,2,1,4,1,1,3,5,1,1
2656,3,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1,2,2,1,2,1,2,1,1,3,2
5702,3,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,3,1,1,1,7,3,1
17547,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,1,4,1,2,1,4,3,1
7953,3,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,12,1,2,2,1,4,1,2,2,4,1,1
10400,2,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,3,3,2,2,4,1,2,1,2,3,1
17137,1,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,1,3,1,2,3,6,3,1
16760,2,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,12,1,2,2,5,2,1,1,99,8,2,1
4172,3,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4,1,3,2,1,4,1,1,5,5,1,1
4465,2,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2,4,1,3,3,1,1,3,4,4,1
13854,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,1,2,1,3,4,1,2,99,4,4,1
4592,1,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1,1,2,2,1,2,1,2,2,6,3,1
9820,3,99.0,2.0,2.0,1.0,2.0,99.0,99.0,99.0,2.0,99.0,99,1,99,2,1,3,1,2,99,99,3,2
12994,3,1.0,1.0,2.0,1.0,2.0,2.0,99.0,2.0,2.0,2.0,12,1,3,2,1,2,1,2,2,8,4,1
2636,2,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2,1,2,2,5,2,1,1,2,5,4,1
10255,1,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2,2,2,1,3,2,1,2,3,4,1,1
14021,1,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2,2,1,3,2,1,2,2,6,4,1
1343,2,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1,3,1,2,1,4,1,2,1,5,1,1
9306,2,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2,1,1,2,1,3,1,2,2,8,3,1
7092,3,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1,1,2,1,4,1,1,2,99,3,2
7718,1,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,8,1,2,2,5,1,4,2,4,1,3,1
5517,3,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1,4,2,1,2,1,2,2,99,4,1
14694,3,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1,2,1,2,1,2,1,1,2,3,3,1
17884,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,4,2,2,2,99,2,2,5,3,1
3237,2,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,10,1,2,2,1,3,1,1,3,8,2,1
5640,1,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,12,2,3,2,1,2,1,2,2,1,2,2
2668,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,3,3,2,1,3,1,1,1,1,3,1
13908,2,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1,1,2,1,3,3,1,2,3,5,3,1
4126,1,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,12,2,2,2,1,4,1,2,1,1,4,1
15568,2,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2,1,2,1,1,1,2,2,1,2,1
17852,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,5,4,4,1,4,2,3,1
13034,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,3,2,1,2,1,1,2,4,3,1
8573,2,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2,3,2,1,1,1,2,2,3,2,1
185,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,1,4,1,2,1,5,3,1
10345,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1,2,4,2,2,2,1,2,2,1,4,1
9071,3,1.0,1.0,99.0,99.0,99.0,99.0,1.0,99.0,99.0,99.0,2,2,3,2,1,3,1,2,2,3,3,2
17791,1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,12,3,1,2,1,4,1,2,2,3,2,1
9302,1,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,1,2,1,2,1,1,2,8,4,1
1099,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5,1,2,2,1,4,1,1,1,5,1,1
3634,2,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1,1,2,1,3,1,2,2,8,4,1
6504,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1,2,1,2,1,4,1,1,1,8,3,1
12997,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,3,2,4,4,1,2,1,8,4,1
438,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1,3,3,2,2,2,3,2,3,1,4,1
14765,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,1,4,1,1,99,1,3,2
13213,3,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3,1,1,2,1,4,1,1,2,7,4,1
13722,3,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,3,2,1,4,1,1,3,6,3,2
5460,3,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2,1,2,5,1,4,2,2,3,3,1
5195,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11,2,3,2,1,2,1,1,2,3,4,1
15893,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,3,2,2,1,4,1,1,1,1,4,1
3230,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,1,3,2,4,2,2,1,3,1
1638,2,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2,3,1,2,1,4,1,2,1,2,1,1
12496,2,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,4,1,1,2,5,3,1
16677,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,2,2,2,4,2,1,2,1,3,3,1
5608,3,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,10,2,4,1,3,2,1,2,2,4,2,2
2524,3,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,1,2,4,3,1,2,2,5,1,2
18273,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,1,2,1,2,1,2,2,8,3,1
1805,1,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,12,3,2,1,3,1,1,2,4,1,3,1
4033,2,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,10,2,2,1,3,3,1,2,2,5,4,1
6062,1,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,12,2,2,2,5,2,4,1,1,4,2,1
3111,3,1.0,1.0,2.0,1.0,2.0,2.0,99.0,2.0,2.0,2.0,1,1,3,2,1,2,1,2,4,7,3,2
6754,1,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,9,2,4,2,1,2,1,2,2,5,2,1
7131,3,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1,1,4,2,2,3,1,2,1,5,3,2
17207,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,2,99,2,1,3,1,1,2,4,2,1
3415,1,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,9,1,4,2,1,3,4,1,1,5,4,1
3133,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,12,3,3,1,3,1,1,2,2,1,3,2
1934,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,10,1,99,2,1,2,1,2,99,5,4,2
10472,2,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1,2,1,2,1,3,1,1,2,6,3,1
879,2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2,1,3,2,1,1,1,2,2,4,2,1
17094,2,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,9,1,2,2,1,1,1,1,1,4,4,1
6594,2,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2,3,2,1,4,1,1,2,7,1,1
9253,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,3,4,2,1,3,1,2,1,1,4,2
8230,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,1,4,1,1,1,2,1,1
12080,3,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,4,1,3,2,1,2,2,1,2,1
6520,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,12,3,3,2,1,2,1,1,4,1,3,2
18028,2,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,12,2,3,2,4,2,1,2,1,4,3,1
17658,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10,1,3,2,1,4,1,1,2,8,2,1
3977,3,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,12,3,4,1,3,1,2,1,2,2,2,1
18431,1,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,12,3,3,2,2,1,1,2,2,1,3,1
3642,1,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5,2,1,2,1,2,1,2,3,2,1,1
2856,2,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,9,3,3,2,1,2,1,2,1,1,1,2
13512,2,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2,3,3,2,1,3,4,2,3,4,2,1
2923,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,1,3,4,1,1,2,8,3,1
17081,2,1.0,99.0,2.0,1.0,1.0,1.0,99.0,2.0,2.0,2.0,1,2,1,2,1,2,1,2,2,3,3,2
14550,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2,1,1,1,3,2,4,2,1,4,1,1
10104,1,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,12,1,4,2,2,2,1,2,1,7,1,1
5426,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,1,3,1,2,2,1,3,1
331,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,2,3,2,4,2,1,2,4,1,3,1
4440,2,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,2,2,1,2,5,1,3,1
8083,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99,3,1,2,1,2,1,1,2,99,2,1
3474,1,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,3,1,1,1,2,4,3,1
13900,1,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2,4,1,3,2,4,2,2,2,4,1
5270,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,2,2,2,1,4,1,1,1,4,3,1
1616,2,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,9,1,2,2,1,3,1,2,1,5,1,1
13069,1,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,6,2,1,2,1,2,4,2,3,2,3,1
17765,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99,3,99,2,1,4,1,1,3,4,3,1
2620,3,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,10,1,3,2,1,3,1,1,2,5,1,1
9532,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2,2,4,1,2,2,99,2,1
149,3,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,12,3,2,2,1,2,1,2,2,2,2,2
16432,1,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,99,2,1,1,2,6,3,1
8986,3,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,1,2,1,1,2,6,4,2
15028,2,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,12,1,1,2,1,2,1,1,3,7,1,2
12694,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,99,1,2,2,2,3,1,2,1,5,3,1
5318,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,3,2,1,4,4,1,2,99,1,1
6741,2,1.0,1.0,2.0,1.0,2.0,2.0,99.0,2.0,2.0,2.0,2,1,2,2,1,3,1,2,2,5,3,1
16536,1,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,3,2,2,2,2,1,2,1,1,3,1
3882,3,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,1,4,1,1,2,8,4,1
1076,2,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2,3,2,2,3,1,1,1,4,4,1
13295,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2,2,4,1,2,1,2,3,1
1178,3,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,3,2,2,2,4,4,1,2,1,1,1
16951,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11,3,1,1,3,4,1,1,2,1,3,1
8895,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,1,4,1,1,2,6,3,1
9457,1,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,2,2,2,2,1,2,1,3,1,1
16825,2,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,12,1,2,2,1,4,1,1,2,4,1,1
14197,1,2.0,1.0,1.0,1.0,1.0,2.0,2.0,99.0,2.0,2.0,1,2,1,1,3,1,1,1,1,3,3,1
9534,2,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,3,1,2,1,4,1,2,1,5,2,1
4731,99,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,4,1,1,2,3,3,1
2929,3,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,3,4,2,2,2,1,1,4,1,3,2
10037,2,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,4,2,4,4,1,2,1,99,4,1
15628,2,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,99,1,3,2,4,1,1,2,2,2
3531,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5,1,2,99,1,4,4,1,2,8,3,1
2736,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,3,2,99,99,2,99,2,2,1,3,2
5441,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,1,4,1,1,99,8,3,1
1869,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,1,3,1,1,2,8,3,2
8722,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,2,1,3,2,1,2,2,4,4,1
16953,3,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,4,1,2,2,5,2,2
9510,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,2,1,4,1,2,1,6,4,1
9773,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,1,1,1,1,2,8,1,1
12790,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,99.0,2.0,1,1,3,2,1,4,1,1,2,3,4,1
4089,3,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,10,2,2,2,1,3,1,1,1,3,3,1
6920,2,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2,2,2,2,2,1,2,2,4,3,1
2787,2,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,12,1,2,2,1,3,1,2,2,8,1,1
5086,2,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,1,1,1,3,4,4,1,1,8,3,1
15020,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,99,2,1,4,1,2,2,3,3,1
10245,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,4,1,1,2,5,4,1
17724,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10,1,2,2,1,4,1,2,1,7,1,1
8832,3,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,1,3,1,2,3,99,2,2
4339,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,1,2,2,1,4,1,2,1,6,2,1
10505,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,12,1,2,2,1,1,1,2,3,2,4,1
13486,3,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,3,1,2,2,8,3,1
16164,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10,1,3,1,3,3,1,1,2,7,3,1
13710,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,5,1,1,2,1,2,1,1,3,8,1,1
17555,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,2,1,1,4,7,2,2
8055,1,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,3,2,1,2,1,1,1,3,2,1
17625,2,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2,4,2,1,2,1,2,3,4,2,1
6828,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,1,4,1,1,2,6,2,1
17919,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,4,1,1,2,4,2,2
5952,99,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,99,1,4,2,2,2,1,2,2,1,2,1
14398,2,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,12,3,3,2,5,1,1,1,3,3,2,1
2666,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,1,2,1,4,1,1,2,4,2,1
752,1,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,9,1,2,2,1,2,1,1,2,8,4,1
18282,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2,1,3,1,2,3,3,4,1
6040,2,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,99.0,1,2,2,2,2,2,1,2,1,3,3,1
18180,3,1.0,1.0,99.0,1.0,99.0,1.0,1.0,99.0,99.0,99.0,1,1,2,2,1,3,1,2,3,5,3,2
4510,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,4,4,1,1,4,4,4,1
7937,2,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,2,2,1,2,1,2,2,7,3,1
4770,2,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2,3,2,2,2,1,2,1,1,2,1
4634,2,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2,2,2,1,3,1,1,2,7,2,1
8437,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5,1,2,2,1,4,1,2,2,5,4,1
4889,1,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,9,2,2,2,1,2,1,1,1,4,4,1
10003,2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,11,3,4,2,1,2,1,2,2,1,2,1
5521,1,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,3,3,2,1,4,1,1,5,4,4,1
14715,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,1,3,2,1,4,1,2,2,8,1,1
3503,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,11,2,4,2,1,3,1,2,2,5,4,2
1424,2,1.0,1.0,99.0,1.0,99.0,99.0,99.0,99.0,99.0,99.0,1,3,1,1,3,3,1,2,3,6,1,1
