respid,comtype2,smuse_fb,smuse_yt,smuse_x,smuse_ig,smuse_sc,smuse_tt,smuse_rd,smuse_bsk,smuse_th,smuse_ts,relig,educcat,party,hisp,racethn,agecat,birthplace,gender,adults,inc_sdt1,cregion,metro
11780,1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,12,2,1,2,1,2,1,2,1,2,3,2
8034,1,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,11,1,4,2,1,3,1,3,1,8,4,1
15121,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,4,2,1,2,1,1,2,5,1,2
8364,2,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,12,2,4,2,1,2,1,1,2,5,4,1
587,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,1,2,1,1,2,1,2,1
13977,1,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,9,1,2,2,1,2,1,2,2,8,4,1
6284,3,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,11,1,3,2,1,2,1,1,2,8,2,1
16736,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,3,1,1,2,8,4,1
15933,1,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,12,2,1,2,4,2,1,2,2,4,4,1
4623,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10,1,1,2,1,4,1,1,2,8,4,1
6968,2,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1,2,1,1,3,3,1,2,3,5,3,1
6749,3,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,11,2,3,2,1,1,1,2,2,4,2,2
8134,1,2.0,99.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,4,1,2,1,7,3,1
589,1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,10,1,2,2,1,4,1,1,1,4,4,1
9775,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,3,2,1,4,1,1,1,7,4,1
2470,3,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,12,1,4,2,1,3,1,2,3,3,3,2
9895,2,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,10,1,2,2,1,2,1,2,2,8,4,1
1932,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,12,1,3,2,1,4,1,2,1,6,4,1
11910,3,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1,1,2,2,1,2,1,1,1,6,2,1
14269,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,10,2,1,1,3,1,4,2,2,4,4,1
17776,2,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,3,4,2,1,3,1,1,2,8,3,1
18033,1,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,2,1,3,1,1,2,2,1,1,1
1267,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,2,2,2,4,1,2,3,1,1,1
184,2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,12,2,1,2,1,1,1,2,2,99,3,1
4950,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,3,2,1,3,1,1,1,3,3,1
5394,1,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,12,3,2,1,3,2,1,1,1,5,3,1
15213,3,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2,1,2,1,3,1,2,3,1,2,2
2846,2,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1,1,2,2,2,2,1,1,2,8,3,1
3205,2,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,3,2,1,2,1,2,2,5,4,1
300,2,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,12,2,3,1,3,2,1,2,1,1,4,1
14691,3,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,9,3,2,2,1,4,1,2,1,1,2,1
4125,3,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1,1,1,3,3,1,2,3,4,2,1
4334,1,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,3,2,1,3,1,2,2,6,1,1
966,3,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,12,1,2,2,1,2,1,2,2,99,4,2
6020,1,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,12,2,4,1,3,2,1,1,3,8,4,1
18477,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,8,1,2,2,5,2,4,2,4,2,4,1
4620,2,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,10,1,2,2,1,3,1,1,2,8,2,1
1239,2,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,2,1,2,1,1,2,8,2,1
14636,1,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,3,2,2,2,4,1,2,1,2,3,2
2228,2,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,1,2,1,2,2,5,3,2
17131,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,1,3,1,2,4,2,2,1
15389,2,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,2,3,1,1,3,3,4,2,2,2,3,1
12903,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,1,2,2,1,3,1,1,2,8,1,1
574,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,4,1,1,2,8,1,1
10556,1,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2,2,2,2,3,1,2,5,1,1,1
12423,3,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,12,2,2,2,4,1,1,2,2,1,3,2
15424,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,1,3,4,4,2,1,1,3,1
6703,1,1.0,1.0,2.0,2.0,2.0,99.0,2.0,2.0,2.0,2.0,2,3,2,1,3,4,4,1,2,2,3,1
2703,2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,9,2,2,2,1,1,1,2,2,7,3,1
17154,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,3,3,2,1,4,1,1,2,5,2,2
9424,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4,2,3,2,1,3,1,2,1,3,3,1
18331,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,3,1,1,1,8,2,2
11447,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10,1,3,2,1,3,1,1,2,1,4,1
2542,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,1,3,1,2,2,8,4,1
16291,2,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,10,1,1,2,1,4,1,1,2,8,3,1
16126,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2,1,3,1,2,1,1,2,1
16938,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,4,1,1,99,5,3,1
17634,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4,1,2,2,1,4,1,2,1,4,1,1
15918,1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,3,3,1,3,3,2,2,3,1,1,1
13060,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,3,1,1,2,8,3,1
15731,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,1,3,4,1,2,1,5,3,1
586,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,3,1,1,2,7,4,1
3081,3,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,12,3,1,2,1,2,1,2,1,2,3,2
10773,1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,3,3,1,3,1,1,1,2,1,1,1
4724,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,2,2,1,4,1,1,2,6,2,1
5066,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,2,1,2,1,4,1,1,3,99,1,1
6104,2,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,5,1,1,1,3,6,3,1
10068,1,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,12,1,3,2,1,2,1,2,2,8,3,1
1927,3,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,4,1,2,2,8,3,2
13736,1,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2,4,2,1,4,1,2,2,1,3,1
13451,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,11,1,3,2,1,4,1,2,2,4,4,1
1943,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,2,1,1,3,2,1,2,3,8,3,1
6497,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,3,2,1,3,1,2,3,6,1,1
4326,2,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,4,1,1,2,99,3,1
7100,3,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,10,1,1,2,1,1,1,1,2,7,1,1
2126,2,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,1,1,2,1,3,1,2,1,5,1,1
3983,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,3,2,1,4,1,1,1,6,3,2
3505,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,2,1,3,4,2,2,99,1,3,1
9985,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,3,2,4,2,2,8,1,1
11239,2,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,12,3,4,2,2,2,1,1,2,5,3,1
4546,3,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,1,3,1,2,2,5,1,1
5660,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,3,2,1,4,1,1,3,8,2,1
13461,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10,1,3,2,1,3,4,1,2,99,3,1
13367,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1,1,3,2,1,2,1,1,1,8,2,1
16778,2,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,6,1,2,2,1,4,4,1,5,8,2,1
15819,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,2,3,2,1,4,1,2,1,1,4,1
10894,2,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,12,1,4,2,1,4,1,2,1,8,2,1
858,2,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,12,2,1,2,1,2,1,1,1,4,4,2
7533,2,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,2,1,2,1,3,1,2,3,6,2,1
11733,99,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,99,3,2,2,2,3,1,2,99,1,3,1
2433,2,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,7,1,2,2,4,2,1,2,1,99,4,1
7701,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7,1,4,2,5,2,4,1,2,8,4,1
10084,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,1,3,1,1,2,8,3,1
15160,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,1,2,1,2,2,1,3,1
10936,1,2.0,1.0,2.0,99.0,2.0,2.0,2.0,2.0,2.0,2.0,12,1,3,1,3,2,1,1,2,4,4,1
12875,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1,2,2,2,5,4,4,2,3,1,4,1
16397,2,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,1,2,2,1,3,1,2,2,7,2,1
18042,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,1,4,1,1,2,3,3,2
12864,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,1,3,2,1,4,1,2,1,2,4,1
13667,1,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2,2,2,2,5,3,1,3,2,2,4,1
1699,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,3,2,4,4,1,2,1,3,3,2
2442,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,1,3,2,1,2,2,2,3,1
6080,2,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,1,2,1,2,1,2,2,8,4,2
7954,2,2.0,1.0,99.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5,1,2,2,1,4,1,2,1,5,3,1
13728,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,2,2,2,4,1,2,2,4,3,1
17665,3,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1,3,3,2,1,2,1,2,3,1,3,2
6443,2,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,3,2,1,1,1,2,2,7,1,1
8770,3,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2,4,2,1,3,1,2,1,1,3,2
15554,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,3,1,3,3,4,2,2,1,4,1
13485,3,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2,3,3,2,1,2,1,1,1,4,3,2
16545,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,2,2,2,1,4,1,2,1,1,4,1
3475,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,3,1,1,3,8,4,1
12433,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,4,2,1,1,2,1,3,2
9935,1,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1,3,1,1,3,1,1,2,2,3,3,1
9918,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,2,2,1,3,3,1,1,3,7,4,1
4736,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,4,2,1,4,1,1,2,3,1,1
7375,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,1,1,1,2,3,2,1
16415,3,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,12,3,3,2,1,2,1,2,3,5,4,1
15751,1,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,6,3,2,1,3,1,1,1,1,1,3,1
16360,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,1,3,1,1,2,6,2,1
3115,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,3,2,1,4,1,1,2,99,1,1
190,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2,2,2,1,3,1,1,2,5,4,3,1
15199,99,1.0,99.0,99.0,1.0,1.0,99.0,99.0,99.0,99.0,99.0,10,1,3,2,1,1,1,2,2,6,2,1
13442,3,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,10,1,3,2,1,4,1,1,2,8,1,2
7553,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10,1,4,2,1,2,1,1,2,5,3,1
17560,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,99,99,2,99,99,99,1,1,99,3,1
15440,2,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,3,1,2,1,2,1,2,2,1,3,2
1629,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,1,3,4,4,2,2,5,3,1
6263,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,2,1,2,1,4,3,1
1404,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,3,1,2,1,2,1,1,1,3,3,1
1895,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,2,1,3,4,4,2,3,4,4,1
11225,3,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,2,3,1,3,2,1,2,3,1,4,1
1377,3,1.0,1.0,1.0,99.0,99.0,1.0,99.0,99.0,99.0,1.0,99,2,3,2,1,2,1,2,1,99,2,1
8450,3,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,12,3,1,1,3,2,1,2,1,2,3,1
11326,2,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2,1,1,3,3,1,2,1,5,3,1
13966,1,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1,3,2,2,2,3,1,2,2,4,3,1
8311,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2,1,4,1,1,2,2,1,2
7555,3,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,4,2,1,2,2,6,3,2
10639,2,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,2,1,2,1,4,1,1,2,2,3,1
4991,2,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,12,1,3,2,1,3,1,2,2,7,3,1
3371,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,1,4,1,1,1,7,3,2
5520,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,4,1,2,2,8,4,1
1711,1,2.0,1.0,99.0,99.0,99.0,2.0,99.0,1.0,2.0,99.0,2,1,2,2,1,4,4,1,2,8,1,1
18346,2,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,1,2,1,4,1,2,1,8,3,1
11419,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,12,2,3,2,1,3,1,2,1,1,4,2
10333,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,3,2,2,1,3,1,2,1,1,4,1
17132,1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,3,2,1,3,4,4,2,2,99,3,1
9213,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10,2,3,2,1,4,1,1,2,8,2,1
8149,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,4,1,1,2,7,4,2
5385,99,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,9,3,2,2,1,3,1,2,3,7,3,1
3067,1,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,99,1,99,99,99,1,1,99,99,99,1,1
994,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,1,2,1,4,1,2,2,4,2,1
4533,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,12,1,4,1,3,1,1,1,1,3,2,1
3496,2,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,12,2,2,1,3,2,4,2,2,3,2,1
166,2,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,3,2,4,3,1,2,4,5,3,1
12375,2,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,12,1,2,2,4,4,4,2,2,6,3,1
11618,3,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,6,1,4,2,5,1,4,1,2,1,3,1
10893,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,4,2,1,2,3,4,4,1
12032,2,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,4,2,1,4,1,2,1,1,2,1
5171,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,3,1,2,1,2,1,2,2,1,2,1
16550,3,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,3,2,1,4,1,1,2,4,2,2
12774,2,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,12,2,1,2,1,1,4,2,2,5,2,2
17064,3,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,11,3,3,2,1,2,1,2,2,3,3,1
9720,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,3,2,1,3,1,2,4,7,2,2
11857,2,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,4,2,1,4,1,2,5,2,4,1
9805,2,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,1,2,1,3,1,1,2,8,4,1
11889,2,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,3,1,2,3,6,2,1
14315,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,3,1,1,2,6,3,1
2722,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11,1,4,2,1,4,1,1,1,3,2,1
4775,2,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2,1,3,2,1,2,1,2,2,5,1,1
10292,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,99,1,3,4,4,1,3,2,4,1
6175,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,2,1,3,4,4,1,1,1,3,1
4928,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,2,1,2,1,2,1,2,2,2,3,2
16623,1,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,9,1,2,2,1,2,1,2,1,1,3,1
8672,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1,2,4,2,1,3,1,2,2,5,3,1
12286,2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,2,3,2,1,3,1,2,2,5,3,1
3603,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,4,1,2,1,6,3,1
1781,2,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2,1,1,2,4,3,1,1,2,6,4,1
8738,2,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,11,2,2,2,1,2,1,2,1,2,2,1
10613,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,1,4,1,2,1,4,3,1
15934,2,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,9,3,3,2,1,4,1,2,5,1,2,1
18015,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,2,4,2,1,4,1,2,1,1,4,1
5721,3,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,12,1,3,1,3,2,1,2,3,5,4,1
2173,3,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2,1,2,2,1,3,1,2,2,8,4,1
8385,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,3,2,1,3,1,1,2,8,2,1
4753,1,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,2,2,2,1,1,2,1,2,3,1
15627,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,2,2,1,4,1,2,1,8,2,1
6676,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,2,2,4,4,1,2,2,1,2,2
11257,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,3,1,2,2,3,4,1
11265,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,1,4,1,2,2,6,3,1
18278,2,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,12,2,3,2,1,4,1,2,2,4,3,1
1854,2,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1,2,2,2,2,2,1,1,1,8,3,1
14651,3,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,2,2,2,1,3,1,1,2,6,1,1
9646,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2,5,4,1,1,99,5,4,1
17742,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,1,1,3,3,4,2,3,6,3,1
16899,2,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,10,2,2,2,1,3,1,1,4,7,1,1
4615,2,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,2,2,1,3,1,1,1,1,1,1
4482,2,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,1,2,1,4,1,2,1,99,3,1
7403,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,10,1,2,2,1,2,1,2,2,8,1,1
6694,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2,2,3,1,1,1,4,4,1
11282,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,3,2,1,3,1,1,1,1,1,1
