RESPID,STRATUM,COMTYPE2,SMUSE_FB,SMUSE_YT,SMUSE_X,SMUSE_IG,SMUSE_SC,SMUSE_WA,SMUSE_TT,SMUSE_RD,SMUSE_BSK,SMUSE_TH,SMUSE_TS,RELIG,EDUCCAT,PARTY,HISP,RACECMB,RACETHN,AGECAT,BIRTHPLACE,GENDER,ADULTS,INC_SDT1,CREGION,METRO,BASEWT,WEIGHT
5176,10,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99,1,1,2,1,1,3,1,1,2,6,4,1,1.604400946201048,1.5740554026701228
16423,10,3,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,2,2,2,1,2,1,6,3,1,0.802200473100524,0.9328871511742436
16303,10,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,1,3,1,1,2,6,1,1,0.802200473100524,0.4878061973306972
1189,10,3,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,12,2,2,2,1,1,4,1,2,1,6,4,1,0.802200473100524,0.3717990297272862
2486,10,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,3,3,2,1,1,2,1,2,2,3,4,2,1.604400946201048,3.138357090029029
15192,10,2,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,12,1,2,2,2,2,2,1,1,1,8,4,1,0.401100236550262,0.5546865290981325
17191,1,3,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,6,1,3,2,2,2,4,1,2,1,3,3,1,0.0800821496071728,0.0689407420217793
3621,7,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7,2,3,2,3,5,3,4,1,1,2,4,1,0.1774981600916267,0.3395127586734322
1268,2,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,1,1,4,1,1,2,8,3,1,1.154727337430026,0.3272786289216433
564,9,1,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,2,1,2,1,1,2,1,2,4,5,2,1,0.6763508941015829,0.4432642676973732
5138,7,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99,2,1,99,1,1,3,1,2,99,3,4,1,0.1774981600916267,0.1159065979210278
3268,10,2,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11,1,3,2,1,1,4,1,1,2,99,3,1,0.802200473100524,0.2352070793964579
489,4,2,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,12,2,2,2,99,99,3,1,2,2,5,3,1,1.6815511175595308,0.8384659236441043
434,10,2,1.0,1.0,99.0,1.0,1.0,99.0,1.0,99.0,99.0,99.0,99.0,11,1,1,2,1,1,2,1,1,3,3,3,1,2.4066014193015723,1.9550791261382736
14607,10,1,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,12,2,2,2,1,1,4,1,2,1,4,4,1,0.401100236550262,0.1987453069095311
15635,10,2,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,12,1,3,2,3,5,3,4,2,3,4,1,1,1.2033007096507862,1.818899396704537
2689,9,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,1,1,4,1,1,1,1,1,1,0.4509005960677219,0.2834563738425071
11235,10,2,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,1,2,1,1,4,1,2,2,4,3,1,0.802200473100524,0.3943807614185459
16699,10,2,,,,,,,,,,,,2,3,2,2,1,1,4,1,2,1,5,1,1,0.401100236550262,0.1259691966581559
3594,10,2,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,1,3,2,3,5,4,1,1,2,99,2,1,0.802200473100524,0.1161563452897624
17203,10,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,4,2,1,1,3,1,1,3,4,1,1,2.4066014193015723,5.454124253915292
12429,10,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7,2,1,2,3,5,3,4,1,3,4,4,1,2.4066014193015723,2.4034641206453227
16740,10,3,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,1,1,2,1,2,5,6,1,1,1.2033007096507862,0.3300979972715245
16205,10,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,4,2,1,1,4,1,2,2,4,3,1,1.604400946201048,0.8873196462373736
12204,10,3,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,4,1,4,3,2,1,2,2,5,4,1,1.604400946201048,1.2779866799749122
15320,10,99,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,2,2,1,1,4,1,2,1,4,2,1,0.401100236550262,0.2472223904285589
13786,6,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,12,1,4,99,4,4,2,1,1,2,8,1,1,1.566261683428348,0.9941670741544558
17025,8,2,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,12,2,99,99,1,1,99,99,1,99,1,3,1,0.5774466377384035,0.6193417063726462
10218,10,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,3,1,1,3,3,1,1,1,4,4,1,0.401100236550262,0.2633342479640638
7754,10,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5,2,2,2,1,1,4,1,2,2,4,1,1,0.802200473100524,0.4830830209228776
11690,6,1,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,3,2,1,1,3,2,4,2,3,4,3,1,2.3493925251425223,5.454124253915292
8533,6,1,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,9,1,4,1,1,3,2,4,2,2,8,3,1,1.566261683428348,2.147007277060477
12071,10,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,6,1,1,2,3,5,1,1,1,4,5,1,1,1.2033007096507862,3.7410641603497954
13183,8,1,,,,,,,,,,,,99,99,3,2,1,1,4,1,1,99,2,4,1,0.7699288503178715,1.6227105796518404
16014,10,3,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2,1,1,2,1,1,4,1,1,2,8,4,2,0.802200473100524,0.2969472458041601
18665,10,2,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,12,1,2,2,3,5,1,1,2,2,8,3,1,0.802200473100524,1.0388866779835444
16150,10,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,1,3,2,1,1,4,1,2,2,8,3,1,0.802200473100524,0.5382114749324376
6781,10,2,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1,2,3,2,4,4,2,3,1,4,5,3,1,1.2033007096507862,0.5850251718506181
2909,4,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,11,2,2,2,2,2,2,1,1,1,1,2,1,0.8407755587797654,0.8845983557740733
6553,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1,1,3,2,2,2,3,1,2,2,1,3,1,0.802200473100524,1.1780900758474149
4835,10,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,1,4,1,2,2,7,2,2,1.604400946201048,0.9861941853960596
11218,9,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,1,1,4,1,2,2,5,3,1,0.901801192135444,0.6448308457115167
12030,10,3,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2,1,2,1,1,2,1,2,1,4,3,1,0.401100236550262,0.3121486447562406
18326,10,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,2,2,1,1,4,1,1,2,8,3,1,1.604400946201048,0.4447225747011398
14335,4,1,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,2,2,2,1,2,1,4,3,1,0.4203877793898827,0.5011013385190259
9660,10,1,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,11,1,3,2,1,1,4,1,2,2,3,3,1,1.604400946201048,0.2490133585618924
457,10,3,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2,2,1,2,1,1,2,1,2,2,5,4,1,0.802200473100524,0.6439637928134839
4862,8,1,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,3,2,1,99,3,3,4,2,1,1,4,1,0.3849644251589357,0.9731131644007524
13028,10,2,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2,2,1,2,1,1,2,1,1,1,6,2,1,0.401100236550262,0.5998827831035684
16406,10,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,99,1,99,2,99,99,4,1,2,2,3,2,2,1.604400946201048,1.0988932796671025
3815,10,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,1,1,4,1,2,2,8,4,1,0.802200473100524,0.5787881008765929
12315,10,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,1,3,2,1,1,2,1,2,2,8,3,2,0.802200473100524,0.740047690871435
14413,10,2,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,12,2,3,2,1,1,2,1,2,2,7,1,1,0.802200473100524,0.7555347852942427
16881,10,2,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2,3,2,1,1,4,4,2,2,4,3,1,1.604400946201048,0.6671237568612334
10011,10,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2,2,1,1,1,3,4,4,1,3,4,3,1,2.4066014193015723,1.5375966743330962
8669,10,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,12,3,3,2,1,1,2,1,2,2,3,3,1,0.802200473100524,1.7663249525552422
14896,10,2,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1,1,3,2,1,1,2,1,2,2,4,4,1,0.802200473100524,0.2867312773439714
12540,10,3,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,1,3,2,1,1,4,4,1,2,7,3,2,1.604400946201048,0.4657428369291109
5986,5,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,12,3,4,2,2,2,2,1,2,2,5,4,1,1.249641554226438,3.590225719069493
6288,10,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,3,2,1,1,4,1,2,1,99,4,1,0.401100236550262,0.2246308871315223
65,10,2,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,1,1,4,1,2,1,8,2,1,0.401100236550262,0.1640146744469855
10747,8,1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,3,2,1,1,3,4,4,1,2,1,3,1,0.7699288503178715,0.9215434443668044
11519,8,2,1.0,1.0,99.0,1.0,99.0,1.0,1.0,1.0,99.0,99.0,99.0,1,2,4,2,2,2,3,4,1,4,5,1,1,1.154893275476807,0.4305945580101282
3119,1,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,1,1,4,1,2,2,6,3,2,0.3203285984286912,0.2978098329914174
1840,8,2,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,10,2,2,1,1,3,1,1,1,4,5,4,1,0.5774466377384035,1.0580557551526566
5917,10,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,1,2,1,1,4,1,1,1,99,2,1,0.802200473100524,0.7705665056635631
6084,10,1,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,3,2,1,1,3,1,1,1,4,4,1,0.401100236550262,0.3581933440215346
10810,10,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,2,3,2,1,1,2,1,1,2,1,2,1,1.604400946201048,1.21169413932379
3018,7,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,3,4,1,1,3,2,1,2,3,3,4,1,0.5324944802748801,1.3253388013410443
17870,9,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,2,1,1,4,1,2,2,2,3,2,0.901801192135444,0.5342898191576751
16272,10,1,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,1,2,1,1,4,1,1,2,7,2,2,0.802200473100524,0.2220158456961577
1389,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,10,1,2,2,1,1,1,1,1,2,3,2,1,1.154727337430026,1.3305911307158131
13333,10,3,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2,2,2,1,1,3,1,2,2,5,2,2,0.802200473100524,0.341055165484788
11874,10,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,1,1,4,1,1,1,3,1,1,0.401100236550262,0.1816563880088416
231,1,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,12,2,3,2,2,2,2,1,1,1,5,2,1,0.1601642992143456,0.3425480430405033
328,6,3,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1,3,2,2,2,2,4,1,2,1,1,1,1,0.783130841714174,0.7270248007618199
5995,10,3,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,12,3,4,2,4,4,1,1,1,2,1,3,2,0.802200473100524,5.454124253915292
15152,6,1,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,2,4,2,1,1,2,1,2,3,2,4,1,2.3493925251425223,1.5973685377655749
4344,10,2,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,9,2,2,2,1,1,2,1,1,1,5,2,1,0.401100236550262,0.5240794063390518
10555,10,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,2,2,1,1,2,3,3,2,1,2.4066014193015723,3.819844869982512
5505,10,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,3,2,1,1,3,1,2,2,4,1,2,0.802200473100524,0.6524001110223904
11050,8,1,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,1,1,1,1,3,3,4,2,4,3,3,1,0.5774466377384035,0.6158108096757164
3456,6,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,12,1,4,2,1,1,1,1,2,2,6,1,1,0.783130841714174,2.0991613704461094
2194,10,3,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,9,3,1,2,1,1,3,1,1,2,1,2,2,0.802200473100524,1.6012075291747148
3206,7,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2,2,2,1,1,3,1,1,2,3,2,4,1,0.26624724013744,0.3510698354623328
552,1,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,3,3,1,2,3,2,1,3,99,1,3,2,0.0800821496071728,0.1907827761408875
18719,10,1,,,,,,,,,,,,2,2,2,2,1,1,4,1,1,2,7,1,1,1.604400946201048,0.9128873732042238
10608,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2,1,2,2,3,5,2,1,1,2,4,2,1,0.802200473100524,0.7019095215893089
11083,7,2,2.0,1.0,2.0,1.0,1.0,2.0,1.0,99.0,2.0,2.0,2.0,2,3,2,1,99,3,2,99,2,2,3,4,1,0.1774981600916267,0.4589073231748655
4128,2,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,4,2,2,2,1,1,2,1,1,1,1,0.2886818343575065,1.0667224560934514
10168,2,2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,12,3,2,1,5,3,1,1,1,4,1,1,1,0.8660455030725195,4.876375048907942
10545,8,1,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,3,3,1,2,3,2,1,2,3,1,1,1,1.154893275476807,2.2320792116980237
13229,8,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,1,1,3,4,1,1,1,1,4,1,0.3849644251589357,0.1469021079051924
13045,10,3,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1,2,3,2,4,4,2,1,1,3,6,1,1,2.4066014193015723,1.2455944706840945
12539,10,2,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,11,1,3,2,1,1,3,1,1,3,1,2,1,2.4066014193015723,1.6405645511783222
17096,2,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2,2,2,3,1,2,1,4,3,1,0.577363668715013,0.1602566688811161
8374,2,1,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2,2,2,2,1,2,3,4,2,1,0.8660455030725195,0.667055979459156
8582,10,3,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,4,2,1,1,2,1,2,3,8,2,1,2.4066014193015723,1.4464139180989692
16280,7,1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,10,2,4,2,1,1,2,1,2,1,1,3,1,0.0887490800458133,0.2054621823628286
8409,1,3,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,12,2,99,2,2,2,4,1,2,1,1,3,1,0.1601642992143456,0.2081265753355411
3052,7,1,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,3,3,1,1,3,1,1,2,3,2,2,1,0.5324944802748801,1.4829577167517825
953,2,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,12,1,4,1,1,3,2,1,1,1,3,2,1,0.2886818343575065,0.220750958463273
18485,9,2,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,12,3,1,2,1,1,1,1,2,2,5,2,1,0.4509005960677219,1.2095745983501376
9382,6,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,1,4,1,2,1,1,3,2,0.783130841714174,0.6140629458860795
15726,10,1,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,10,2,4,2,1,1,2,1,1,1,3,2,1,0.401100236550262,0.5998827831035684
2920,10,1,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1,1,1,2,1,1,3,1,1,1,4,4,1,0.401100236550262,0.2962747813187211
7681,1,3,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,2,2,2,4,4,2,1,2,3,1,3,1,0.2402464488215184,0.5040280116398034
9638,4,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2,2,2,3,1,2,2,4,3,2,0.8407755587797654,0.5376105620644791
13148,10,1,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,1,2,1,2,2,8,2,1,1.604400946201048,1.4065815108647932
7737,8,1,99.0,1.0,99.0,99.0,99.0,1.0,99.0,99.0,99.0,99.0,99.0,2,3,2,1,1,3,4,4,2,99,1,3,1,1.154893275476807,1.1916266505000868
2180,10,3,,,,,,,,,,,,1,3,1,2,1,1,4,1,1,1,3,2,2,0.802200473100524,0.726498968097845
15187,10,3,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,12,3,2,1,99,3,1,1,2,2,1,4,1,1.604400946201048,5.454124253915292
1865,10,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,6,1,3,2,1,1,1,1,1,2,4,1,1,0.802200473100524,2.320976999002616
11244,10,2,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,1,4,2,1,1,3,1,1,2,5,2,1,0.802200473100524,0.4019661911375884
3208,7,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,3,1,99,3,2,1,1,99,7,4,1,0.26624724013744,0.2502706570943001
377,10,2,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,12,1,3,2,1,1,4,1,1,2,7,3,1,0.802200473100524,0.2670737930672933
3041,10,3,,,,,,,,,,,,1,3,2,2,1,1,4,1,1,2,1,3,2,1.604400946201048,1.336219284622917
18115,9,2,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2,1,1,3,1,2,2,2,4,1,0.901801192135444,0.56763010640225
200,10,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2,1,1,2,1,1,4,1,2,2,4,2,2,1.604400946201048,0.625426177684352
12158,10,2,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,1,1,1,1,1,1,4,4,1,0.802200473100524,5.02772190349771
13591,10,1,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5,1,2,2,1,1,2,1,2,2,8,2,1,0.802200473100524,0.499265695427507
13960,10,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1,1,2,1,1,4,1,1,1,1,3,1,0.802200473100524,0.2670737930672933
9168,10,2,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2,2,2,1,1,4,1,1,2,1,3,1,1.604400946201048,0.6806473616026475
14345,10,3,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,1,1,4,1,1,3,8,1,1,2.4066014193015723,2.770104147533312
6046,10,2,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1,1,3,2,1,1,2,1,2,1,7,4,1,0.802200473100524,1.0000664232080954
13005,10,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11,2,1,2,1,1,4,1,2,3,3,1,1,2.4066014193015723,1.6065697224111697
5575,10,1,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,12,3,3,2,2,2,2,1,2,2,1,3,1,1.604400946201048,3.399820166346554
8234,10,1,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,9,1,2,2,1,1,2,4,1,2,8,4,1,0.802200473100524,0.6281114766693636
10216,2,99,,,,,,,,,,,,12,2,1,2,1,1,4,1,2,1,1,3,2,0.577363668715013,0.4594687129159171
1987,10,3,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,11,3,3,2,2,2,3,1,1,1,2,3,2,0.802200473100524,2.1766144001306533
6681,2,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,1,2,1,1,4,1,1,2,8,3,1,1.154727337430026,0.3731491646089959
413,10,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1,1,2,1,1,4,1,2,2,6,3,1,1.604400946201048,1.2066370145488747
1974,8,2,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2,1,3,1,1,3,1,1,2,4,2,3,1,0.5774466377384035,0.6103007483839955
11985,10,3,,,,,,,,,,,,2,2,2,2,1,1,4,1,2,3,1,2,1,2.4066014193015723,1.7404650575219325
14226,10,1,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,1,4,2,1,1,4,1,1,2,6,2,1,1.604400946201048,0.6058398355529943
15420,8,1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,3,2,1,99,3,4,2,2,2,1,3,1,0.7699288503178715,0.8029816283639833
17872,10,3,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2,3,1,99,3,2,1,2,1,3,4,1,0.802200473100524,0.5347871312545975
7608,10,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,2,2,2,2,4,1,2,1,2,4,1,0.802200473100524,0.6541322393796083
6320,10,3,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5,1,3,2,5,4,3,1,3,2,4,1,1,1.604400946201048,2.626269651399672
218,7,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,3,3,1,99,3,4,4,1,1,1,4,1,0.1774981600916267,0.4851868270577957
11958,9,2,1.0,1.0,1.0,1.0,1.0,99.0,99.0,1.0,99.0,99.0,99.0,1,1,4,2,1,1,1,1,1,99,2,2,1,0.901801192135444,1.0447719579760275
8759,10,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,2,1,1,3,1,1,3,6,1,1,2.4066014193015723,2.3807139717969275
7529,10,1,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,12,1,3,2,1,1,3,4,2,3,7,1,1,2.4066014193015723,0.5003992002645657
18791,4,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1,3,2,2,2,2,3,1,2,1,5,1,1,0.8407755587797654,0.7626305462243725
2031,10,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,1,2,2,1,1,4,1,2,2,5,1,1,1.604400946201048,1.1139672314395614
4603,10,3,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2,1,1,4,1,1,1,4,3,1,0.401100236550262,0.2166030324117875
15405,10,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,3,2,1,1,4,4,1,2,8,1,1,1.604400946201048,0.5382382860357553
1917,7,3,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,12,2,2,2,1,1,4,3,2,2,1,4,1,0.1774981600916267,0.183573810925519
9828,10,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,3,3,2,1,1,3,1,1,2,1,2,2,1.604400946201048,3.176723474257653
